Sentence,SRLs
मंत्रिमंडल मंत्रियों शामिल किया जबकि सदस्य मंत्रिमंडल2 हैं,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL
टीवी खबरों अधिकारियों कहा कि मंत्रियों विभागों अभी घोषणा की3,NO_SRL ARGM-ADV ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि वर्ष पाकिस्तान व्यवस्था मजबूती प्रदान करने अजीज मंत्री पद बने जबकि विभाग दायित्व कसूरी हाथों रहेगा,ARG0 NO_SRL ARG1 ARGM-TMP NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL
बहरहाल मंत्रिमंडल चेहरों शामिल किया उनमें आईएसआई काजी हैं,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
काजी मुशर्रफ सहयोगी हैं और १९९९ जब मुशर्रफ2 सत्ता हथिया समय वह मंत्री रह,ARG1 NO_SRL ARG2-ATR NO_SRL NO_SRL ARGM-TMP ARGM-ADV ARG0 ARG1 NO_SRL ARGM-TMP ARG0 ARG2-LOC NO_SRL
अधिकारियों मंत्रियों विभाग बदले,ARGM-ADV NO_SRL ARG1 NO_SRL
काजी मामलों मंत्री बनाया,ARG1 NO_SRL ARG2-ATR NO_SRL
फिलहाल विभाग हयात है,ARGM-TMP ARG1 ARGM-LOC NO_SRL
उल्लेखनीय NULL है कि अक्तूबर NULL2 आए भूकंप जिंदा बचे लोगों दहशत है2,ARG2-ATR ARG1 NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL ARGM-LOC ARG1 NO_SRL
भूकंप शनिवार मिनट आया,ARG1 ARGM-TMP ARGM-TMP NO_SRL
बहरहाल किसी हताहत होने और नुकसान सूचना है,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
अभिनेता ओबेरॉय विश्व लोगों शामिल हैं जिन्हें संगठन धूम्रपान काम करने २००४ अवार्ड चुना,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG0 NO_SRL NO_SRL ARGM-PRP NO_SRL ARGM-PRP NO_SRL
डे अवसर एशिया संगठन कार्यालय रहमान सोमवार पत्रकारों बताया कि ओबेरॉय धूम्रपान करते,NO_SRL ARGM-TMP ARGM-PRP NO_SRL ARGM-LOC ARG0 ARGM-TMP ARG2 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
रहमान कहा कि विवेक कैंसर संस्थानों काम करते,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARGM-MNR ARG1 NO_SRL
NULL गौरतलब है कि संगठन साल NULL2 NULL3 किए सर्वेक्षण पाया कि2 मुंबई अभिनेताओं ओबेरॉय एक हैं जिन्हें पर्दे धूम्रपान करते बार दिखाया,ARG1 ARG2-ATR NO_SRL NO_SRL ARG0 ARGM-TMP NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL ARGM-LOC ARG1 ARG2-ATR NO_SRL ARG1 ARGM-LOC NO_SRL ARGM-MNR ARGM-ADV NO_SRL
अभिनेताओं खान व देवगन हैं,ARGM-LOC NO_SRL ARG1 NO_SRL NO_SRL
अध्ययन सार्वजनिक NULL होने ओबेरॉय धूम्रपान NULL2 काम करना शुरू किया,ARG1 ARG2-ATR NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
क्षेत्र हस्तियां और संस्थानों अवार्ड चुना,ARGM-LOC NO_SRL ARG1 NO_SRL ARGM-PRP NO_SRL
रहमान कहा कि समारोह अवार्ड दिया,ARG0 NO_SRL ARG1 ARGM-TMP ARG1 NO_SRL
लाहौर बंद सिंह मंगलवार दूतावास अधिकारियों अपने जानकारियां दीं कि परिस्थितियों उसे गिरफ्तार किया मुकदमा चला और सजा NULL हुई,NO_SRL NO_SRL ARG0 ARGM-TMP NO_SRL ARG2 ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL
सिंह पाकिस्तान दावा है कि वह रूप जासूस सिंह2 है2 और उसी १९९० लाहौर व मुल्तान विस्फोट किए,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARGM-MNR NO_SRL ARG2-ATR NO_SRL NO_SRL ARG0 ARGM-TMP NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
उसे हाईकोर्ट फांसी सजा सुनाई जिसे कोर्ट बरकरार रखा,ARG2 ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
दूतावास अधिकारियों उससे मुलाकात की वे हैं कौल काउंसलर और शर्मा वीज़ा2,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL
घंटे NULL चली मुलाकात सिंह अपने परिवार बच्चों और परिवार2 सदस्यों जानकारी दी,ARGM-EXT NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
अधिकारियों उसे सेहत पाया,ARG0 ARG1 ARGM-MNR NO_SRL
कौल फोन बताया कि हमने उससे घंटे बात की,ARG0 ARGM-MNR NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उसने अपने परिवार संदेश दिया जिसका विवरण कौल NULL देने इन्कार कर,ARG0 NO_SRL ARG2 ARG1 NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL
NULL मालूम हो कि सरबजीत परिवार उसे पाकिस्तान फांसी दिए आत्महत्या धमकी दी,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG2 ARG0 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
दूतावास अधिकारियों पंजाबी सूझबूझ पाया जो अंग्रेजी और हिंदी दोनों तरह बोल,NO_SRL ARG0 ARGM-LOC ARG1 NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG1 ARGM-MNR NO_SRL
उसके नाम NULL और पहचान लेकर संशय कौल कहा कि उसने अपना परिचय रूप दिया NULL2 NULL3 कि2 रूप2 जिसका दावा पाकिस्तान कर,NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG0 ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG0 NO_SRL
मुलाकात सरबजीत फोटो खींची जिससे उसके घर पहचान क्योंकि वह पाकिस्तान वर्षो बंद है,ARGM-TMP NO_SRL ARG1 NO_SRL ARG1 NO_SRL ARG0 ARGM-DIS ARGM-CAU ARG1 ARGM-LOC ARGM-EXT ARG2-ATR NO_SRL
उसके एकत्र की जानकारी जांच भारत भेजी जिससे कार्यवाही उसकी नागरिकता साबित की2,NO_SRL NO_SRL NO_SRL ARG1 ARGM-PRP ARG2-GOL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-DIS
पाकिस्तान NULL सरबजीत मिलने अनुमति भारत तभी दी जब भारत2 लगातार बार अनुरोध किया,ARG0 NO_SRL ARG1 NO_SRL ARG1 ARG2 ARGM-TMP NO_SRL ARGM-TMP ARG0 ARGM-MNR ARGM-EXT ARG1 NO_SRL
इसके सिंह उच्चायुक्त मंत्री2 संदेश भेजा,ARGM-TMP ARG0 ARGM-MNR ARG2 ARG1 NO_SRL
"पाकिस्तान कहना कि खुद बेकसूर साबित करने सरबजीत मौका दिया , उसकी कनाडा ग्रुप वकील पैरवी की",ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL ARGM-PRP ARG2 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
जबकि पाकिस्तान जहांगीर कहना कि सरबजीत उसके बयान आधार सजा सुनाई हालांकि सरबजीत2 कहना2 कि2 बयान2 देने उसे बाध्य किया,NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
कसूरी कहना कि राष्ट्रपति सजा माफ करने अधिकार है2 जबकि अहमद कहना2 कि2 राष्ट्रपति2 अधिकार2 है4,ARG0 NO_SRL ARG1 ARG1 NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL ARG0 NO_SRL ARG1 ARG1 ARG2-ATR NO_SRL
पाटिल सोमवार बताया कि २००४ NULL आई सुनामी साल NULL2 आई2 आपदाओं NULL3 NULL4 नुकसान उबरने देश रुपये जरूरत है,ARG0 ARGM-TMP NO_SRL ARG1 ARGM-TMP NO_SRL NO_SRL ARGM-MNR ARGM-TMP NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG2-SOU NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
पाटिल कहा कि साल भारत NULL आई आपदाओं NULL2 हुई क्षति मुकाबला करने रकम जरूरत है,ARG0 NO_SRL ARG1 ARGM-TMP ARGM-LOC NO_SRL NO_SRL ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
अकेले सुनामी NULL हुए विनाश भरपाई रुपये दरकार है,NO_SRL ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
जबकि आपदाओं NULL हुई क्षति पूर्ति तकरीबन रुपये जरूरत है,NO_SRL ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
पाटिल चैम्बर और एसोचैम सम्मेलन इंडिया कहा कि संस्थान दिशा पैमाने सहायता देने तैयार हैं,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि सरकारें अपने संसाधनों उपयोग करेंगी और सरकार इसमें उनकी मदद करेगी,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सरकार मंगलवार कहा कि NULL विधेयक लाने इस संसद और बाहर चर्चा कराई,ARG0 ARGM-TMP NO_SRL ARG1 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
इसके सरकार NULL क्षेत्र फंड खोलने इसके2 दुरुपयोग खतरा NULL2 बढ़ने लेकर आशंका दूर करने कोशिश की2,NO_SRL ARG0 NO_SRL ARGM-PRP ARG1 ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
चिदंबरम प्रश्नकाल राज्यसभा कहा कि करीब राज्यों स्कीम रूप अपनाया और उनके अनुभवों पता चलता कि2 इसका उनकी अर्थव्यवस्थाओं कोई असर पड़ा,ARG0 ARGM-TMP ARGM-LOC NO_SRL ARG1 NO_SRL ARG0 ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि आशंका सही है कि2 NULL फंड क्षेत्र खोलने इसके दुरुपयोग खतरा बढ़ेगा,ARG0 NO_SRL ARG1 ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL ARG1 ARGM-PRP ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL
उन्होंने कहा कि प्राधिकरण सुनिश्चित करेगा कि2 व्यवस्था हो,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
उन्होंने कहा कि क्षेत्र शेयर भागीदारी संबंध अभी फैसला किया,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
भाजपा विरोध सिरे खारिज करते जायसवाल बृहस्पतिवार कहा कि सरकार चाहे तो राज्यपालों हटा,NO_SRL NO_SRL NO_SRL NO_SRL ARGM-MNR ARG0 ARGM-TMP NO_SRL ARG1 ARG0 ARG0 NO_SRL ARG2 NO_SRL
इसके उन्होंने कहा कि सरकार राजभवनों संघ कार्यकर्ताओं नियुक्त करना,ARGM-DIS ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
", राजस्थान खुराना NULL इस्तीफा देने इन्कार करते पूछा कि आखिर वह पद क्यों छोड़ें ,2 ,3 जमीर दावा किया कि2 केंद्र NULL2 उन्हें साहनी स्थान गोवा राज्यपाल2 बनाने फैसला किया2",ARGM-DIS NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL ARGM-MNR NO_SRL ARG1 ARGM-DIS ARG0 ARG1 ARGM-CAU NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG2 NO_SRL ARGM-MNR NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
संवाददाताओं बातचीत जयसवाल कहा कि यदि कोई कहता कि2 राज्यपालों हटाया संविधान दायरे आता तो उसे सिरे देश कानून पढ़ना,ARG2 ARGM-LOC ARG0 NO_SRL ARG1 ARGM-ADV ARG0 NO_SRL ARG1 ARG1 ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL ARG0 ARGM-MNR NO_SRL ARG1 NO_SRL
उन्होंने कहा कि सरकार राज्यपाल समय हटा और इसमें कुछ असंवैधानिक है2,ARG0 NO_SRL ARG1 ARG0 ARG1 ARG2-LOC NO_SRL NO_SRL ARGM-LOC ARG1 ARG2-ATR NO_SRL
NULL राज्यपालों हटाने सरकार NULL2 प्रयास पूछे जायसवाल कहा कि उन्हें इसके जानकारी है लेकिन तौर उनका मानना कि2 यदि सरकार2 चाहे तो वह राज्यपाल हटा और इसमें कुछ गलत है4,NO_SRL ARG1 NO_SRL ARG0 NO_SRL ARG1 ARGM-ADV ARG0 NO_SRL ARG1 ARG1 ARGM-LOC ARG2-ATR NO_SRL NO_SRL ARGM-LOC ARG0 NO_SRL ARG1 ARGM-ADV ARG0 NO_SRL NO_SRL ARG0 ARG1 NO_SRL NO_SRL ARGM-LOC ARG1 ARG2-ATR NO_SRL
इसके उन्होंने कहा कि सवाल पैदा होता यदि सरकार कार्यकर्ताओं राज्यपाल बनाया,ARGM-DIS ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARG1 ARG2-ATR NO_SRL
बहरहाल उन्होंने कहा कि सरकार सरकार2 नियुक्त राज्यपाल इस्तीफे दबाव डाला,ARGM-DIS ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
", राजस्थान खुराना NULL इस्तीफा देने इन्कार किया",NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
"संवाददाताओं सवाल जवाब उन्होंने पूछा कि क्या उन्होंने2 पाप अथवा किया या तरह अपराध शामिल रहे और यदि ऐसा कुछ है2 तो फिर वे इस्तीफा क्यों दें NULL , जमीर दावा किया2 कि2 केंद्र NULL2 उन्हें गोवा राज्यपाल बनाने फैसला किया3",NO_SRL NO_SRL ARGM-LOC ARG0 NO_SRL ARG1 ARGM-ADV ARG0 ARG1 ARGM-ADV NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-ADV ARG1 ARG2-ATR NO_SRL NO_SRL ARGM-ADV ARG0 ARG1 ARGM-ADV NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG2 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
