Sentence,Dependency,SRLs
कोर्ट वह सिर्फ व्यक्ति है और कानून सबके बराबर है2,k7p k1 adv nmod ccof root k1 rt pof ccof,ARGM-LOC ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उनसे पूछा कि NULL क्या हत्या मामले शंकराचार्य गिरफ्तारी मामलों आरोपी नेताओं प्रक्रिया बनाई,k5 root k2 root adv r6 k7 r6 k7 r6 nmod rt k2 ccof,ARG2-SOU NO_SRL ARG1 NO_SRL ARGM-ADV NO_SRL ARGM-LOC NO_SRL ARGM-ADV NO_SRL NO_SRL ARGM-PRP ARG1 NO_SRL
मंत्रिमंडल मंत्रियों शामिल किया जबकि सदस्य मंत्रिमंडल2 हैं,k7 k2 pof ccof root k1 r6v ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL
टीवी खबरों अधिकारियों कहा कि मंत्रियों विभागों अभी घोषणा की3,r6 k7 k1 root k2 r6 r6-k2 k7t pof ccof,NO_SRL ARGM-ADV ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि वर्ष पाकिस्तान व्यवस्था मजबूती प्रदान करने अजीज मंत्री पद बने जबकि विभाग दायित्व कसूरी हाथों रहेगा,k1 root k2 k7t r6 k4 k2 pof nmod__k1inv k1 r6 k7 ccof ccof r6 k1 r6 k7 ccof,ARG0 NO_SRL ARG1 ARGM-TMP NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL
बहरहाल मंत्रिमंडल चेहरों शामिल किया उनमें आईएसआई काजी हैं,root k7p k2 pof nmod__relc k7 r6 k1 ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
काजी मुशर्रफ सहयोगी हैं और १९९९ जब मुशर्रफ2 सत्ता हथिया समय वह मंत्री रह,k1 r6 k1s ccof root k7t k7ts k1 k2 nmod__relc k7t k1 k1s ccof,ARG1 NO_SRL ARG2-ATR NO_SRL NO_SRL ARGM-TMP ARGM-ADV ARG0 ARG1 NO_SRL ARGM-TMP ARG0 ARG2-LOC NO_SRL
अधिकारियों मंत्रियों विभाग बदले,k7 r6 k2 root,ARGM-ADV NO_SRL ARG1 NO_SRL
काजी मामलों मंत्री बनाया,k2 r6 k2s root,ARG1 NO_SRL ARG2-ATR NO_SRL
फिलहाल विभाग हयात है,k7t k1 k7p root,ARGM-TMP ARG1 ARGM-LOC NO_SRL
उल्लेखनीय NULL है कि अक्तूबर NULL2 आए भूकंप जिंदा बचे लोगों दहशत है2,k1s k1 root rs k7t root nmod__k1inv k7t pof nmod__k1inv k7p k1 ccof,ARG2-ATR ARG1 NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL ARGM-LOC ARG1 NO_SRL
भूकंप शनिवार मिनट आया,k1 k7t k7t root,ARG1 ARGM-TMP ARGM-TMP NO_SRL
बहरहाल किसी हताहत होने और नुकसान सूचना है,root r6-k1 pof ccof r6 ccof k1 ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
अभिनेता ओबेरॉय विश्व लोगों शामिल हैं जिन्हें संगठन धूम्रपान काम करने २००४ अवार्ड चुना,nmod k1 r6 k2 pof root k2 k1 k7 pof vmod r6 rt nmod__relc,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG0 NO_SRL NO_SRL ARGM-PRP NO_SRL ARGM-PRP NO_SRL
डे अवसर एशिया संगठन कार्यालय रहमान सोमवार पत्रकारों बताया कि ओबेरॉय धूम्रपान करते,r6 k7 rt r6 k7p k1 k7t k4 root k2 k1 pof ccof,NO_SRL ARGM-TMP ARGM-PRP NO_SRL ARGM-LOC ARG0 ARGM-TMP ARG2 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
रहमान कहा कि विवेक कैंसर संस्थानों काम करते,k1 root k2 k1 r6 ras-k1 k2 ccof,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARGM-MNR ARG1 NO_SRL
NULL गौरतलब है कि संगठन साल NULL2 NULL3 किए सर्वेक्षण पाया कि2 मुंबई अभिनेताओं ओबेरॉय एक हैं जिन्हें पर्दे धूम्रपान करते बार दिखाया,k1 k1 root rs k1 k7t root root nmod k7t ccof k2 r6 k7 k1 k7 ccof k1 k7p pof vmod k7t nmod__relc,ARG1 ARG2-ATR NO_SRL NO_SRL ARG0 ARGM-TMP NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL ARGM-LOC ARG1 ARG2-ATR NO_SRL ARG1 ARGM-LOC NO_SRL ARGM-MNR ARGM-ADV NO_SRL
अभिनेताओं खान व देवगन हैं,k7 ccof k1 ccof root,ARGM-LOC NO_SRL ARG1 NO_SRL NO_SRL
अध्ययन सार्वजनिक NULL होने ओबेरॉय धूम्रपान NULL2 काम करना शुरू किया,r6 k1 root k7p k1 vmod root k2 k2 pof root,ARG1 ARG2-ATR NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
क्षेत्र हस्तियां और संस्थानों अवार्ड चुना,k7p ccof k2 ccof rt root,ARGM-LOC NO_SRL ARG1 NO_SRL ARGM-PRP NO_SRL
रहमान कहा कि समारोह अवार्ड दिया,k1 root k2 k7t k2 ccof,ARG0 NO_SRL ARG1 ARGM-TMP ARG1 NO_SRL
लाहौर बंद सिंह मंगलवार दूतावास अधिकारियों अपने जानकारियां दीं कि परिस्थितियों उसे गिरफ्तार किया मुकदमा चला और सजा NULL हुई,jjmod nmod k1 k7t r6 k4 k7 k2 root rs k7 k2 pof ccof k1 ccof ccof k1 root ccof,NO_SRL NO_SRL ARG0 ARGM-TMP NO_SRL ARG2 ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL
सिंह पाकिस्तान दावा है कि वह रूप जासूस सिंह2 है2 और उसी १९९० लाहौर व मुल्तान विस्फोट किए,k7 r6-k1 pof root k2 k1 adv nmod k1s ccof ccof k1 k7t ccof k7p ccof k2 ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARGM-MNR NO_SRL ARG2-ATR NO_SRL NO_SRL ARG0 ARGM-TMP NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
उसे हाईकोर्ट फांसी सजा सुनाई जिसे कोर्ट बरकरार रखा,k4 k1 r6 k2 root k2 k1 pof nmod__relc,ARG2 ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
दूतावास अधिकारियों उससे मुलाकात की वे हैं कौल काउंसलर और शर्मा वीज़ा2,r6 k1 k2 pof nmod__relc k1 root ccof nmod k1s ccof nmod,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL
घंटे NULL चली मुलाकात सिंह अपने परिवार बच्चों और परिवार2 सदस्यों जानकारी दी,k7t root nmod__k1inv k7 k1 r6 ccof ccof k7 r6 ccof pof root,ARGM-EXT NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
अधिकारियों उसे सेहत पाया,k1 k2 k7 root,ARG0 ARG1 ARGM-MNR NO_SRL
कौल फोन बताया कि हमने उससे घंटे बात की,k1 k7p root k2 k1 k2 k7t pof ccof,ARG0 ARGM-MNR NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उसने अपने परिवार संदेश दिया जिसका विवरण कौल NULL देने इन्कार कर,k1 r6 rt k2 root r6 k2 k1 root rh pof nmod__relc,ARG0 NO_SRL ARG2 ARG1 NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL
NULL मालूम हो कि सरबजीत परिवार उसे पाकिस्तान फांसी दिए आत्महत्या धमकी दी,k1 pof root rs r6 k1 k4 k1 k2 k7 r6-k2 pof ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG2 ARG0 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
दूतावास अधिकारियों पंजाबी सूझबूझ पाया जो अंग्रेजी और हिंदी दोनों तरह बोल,r6 k1 k2 k2s root k1 ccof nmod ccof k2 adv nmod__relc,NO_SRL ARG0 ARGM-LOC ARG1 NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG1 ARGM-MNR NO_SRL
उसके नाम NULL और पहचान लेकर संशय कौल कहा कि उसने अपना परिचय रूप दिया NULL2 NULL3 कि2 रूप2 जिसका दावा पाकिस्तान कर,r6 ccof root k2 ccof nmod__k1inv k7 k1 root k2 k1 r6-k2 pof k7 ccof pof ccof ccof k7 r6 k2 k1 nmod__relc,NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG0 ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG0 NO_SRL
मुलाकात सरबजीत फोटो खींची जिससे उसके घर पहचान क्योंकि वह पाकिस्तान वर्षो बंद है,k7 r6 k2 root rh r6 k1 vmod rh k1 k7p k7t k2 ccof,ARGM-TMP NO_SRL ARG1 NO_SRL ARG1 NO_SRL ARG0 ARGM-DIS ARGM-CAU ARG1 ARGM-LOC ARGM-EXT ARG2-ATR NO_SRL
उसके एकत्र की जानकारी जांच भारत भेजी जिससे कार्यवाही उसकी नागरिकता साबित की2,k7 pof nmod__k2inv k2 rt k7p root rh k7 r6 k2 pof vmod,NO_SRL NO_SRL NO_SRL ARG1 ARGM-PRP ARG2-GOL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-DIS
पाकिस्तान NULL सरबजीत मिलने अनुमति भारत तभी दी जब भारत2 लगातार बार अनुरोध किया,k1 root k2 r6 k2 k4 k7t root k7t k1 adv adv k2 nmod__relc,ARG0 NO_SRL ARG1 NO_SRL ARG1 ARG2 ARGM-TMP NO_SRL ARGM-TMP ARG0 ARGM-MNR ARGM-EXT ARG1 NO_SRL
इसके सिंह उच्चायुक्त मंत्री2 संदेश भेजा,k7t k1 adv k4 k2 root,ARGM-TMP ARG0 ARGM-MNR ARG2 ARG1 NO_SRL
"पाकिस्तान कहना कि खुद बेकसूर साबित करने सरबजीत मौका दिया , उसकी कनाडा ग्रुप वकील पैरवी की",k1 ccof k2 k2 k2s pof rt k4 k2 ccof root rd r6 r6 k1 pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL ARGM-PRP ARG2 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
जबकि पाकिस्तान जहांगीर कहना कि सरबजीत उसके बयान आधार सजा सुनाई हालांकि सरबजीत2 कहना2 कि2 बयान2 देने उसे बाध्य किया,root r6 k1 ccof k2 k4 r6 r6 k7 pof ccof ccof k1 ccof k2 pof rt k2 pof ccof,NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
कसूरी कहना कि राष्ट्रपति सजा माफ करने अधिकार है2 जबकि अहमद कहना2 कि2 राष्ट्रपति2 अधिकार2 है4,k1 ccof k2 k7 k2 pof r6 k1 ccof root k1 ccof k2 k7 k1 ccof,ARG0 NO_SRL ARG1 ARG1 NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL ARG0 NO_SRL ARG1 ARG1 ARG2-ATR NO_SRL
पाटिल सोमवार बताया कि २००४ NULL आई सुनामी साल NULL2 आई2 आपदाओं NULL3 NULL4 नुकसान उबरने देश रुपये जरूरत है,k1 k7t root k2 k7t root nmod__k1inv ras-k1 k7t root nmod__k1inv r6 root root k5 rt k4a r6 pof ccof,ARG0 ARGM-TMP NO_SRL ARG1 ARGM-TMP NO_SRL NO_SRL ARGM-MNR ARGM-TMP NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG2-SOU NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
पाटिल कहा कि साल भारत NULL आई आपदाओं NULL2 हुई क्षति मुकाबला करने रकम जरूरत है,k1 root k2 k7t k7p root nmod__k1inv rh root nmod__k1inv r6-k2 pof rt r6-k1 pof ccof,ARG0 NO_SRL ARG1 ARGM-TMP ARGM-LOC NO_SRL NO_SRL ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
अकेले सुनामी NULL हुए विनाश भरपाई रुपये दरकार है,jjmod rh root nmod__k1inv r6 rt r6-k1 pof root,NO_SRL ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
जबकि आपदाओं NULL हुई क्षति पूर्ति तकरीबन रुपये जरूरत है,root rh root nmod__k1inv r6 rt nmod r6-k1 pof ccof,NO_SRL ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
पाटिल चैम्बर और एसोचैम सम्मेलन इंडिया कहा कि संस्थान दिशा पैमाने सहायता देने तैयार हैं,k1 ccof r6 ccof nmod k7 root k2 k1 k7 adv pof rt pof ccof,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि सरकारें अपने संसाधनों उपयोग करेंगी और सरकार इसमें उनकी मदद करेगी,k1 root k2 k1 r6 r6-k2 pof ccof ccof k1 k7 r6-k2 pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सरकार मंगलवार कहा कि NULL विधेयक लाने इस संसद और बाहर चर्चा कराई,k1 k7t root k2 root k2 k7t k2 ccof k7p ccof pof ccof,ARG0 ARGM-TMP NO_SRL ARG1 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
इसके सरकार NULL क्षेत्र फंड खोलने इसके2 दुरुपयोग खतरा NULL2 बढ़ने लेकर आशंका दूर करने कोशिश की2,sent-adv k1 root rt k2 rh r6 r6 k1 root k2 vmod k2 pof r6-k2 pof root,NO_SRL ARG0 NO_SRL ARGM-PRP ARG1 ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
चिदंबरम प्रश्नकाल राज्यसभा कहा कि करीब राज्यों स्कीम रूप अपनाया और उनके अनुभवों पता चलता कि2 इसका उनकी अर्थव्यवस्थाओं कोई असर पड़ा,k1 k7 k7p root k2 nmod k1 k2 vmod ccof ccof r6 k5 pof ccof k2 r6-k1 r6 k7 nmod pof ccof,ARG0 ARGM-TMP ARGM-LOC NO_SRL ARG1 NO_SRL ARG0 ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि आशंका सही है कि2 NULL फंड क्षेत्र खोलने इसके दुरुपयोग खतरा बढ़ेगा,k1 root k2 k1 k1s ccof rs root k2 rt rh r6 r6 k1 ccof,ARG0 NO_SRL ARG1 ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL ARG1 ARGM-PRP ARGM-CAU NO_SRL NO_SRL ARG1 NO_SRL
उन्होंने कहा कि प्राधिकरण सुनिश्चित करेगा कि2 व्यवस्था हो,k1 root k2 k1 pof ccof k2 k1 ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
उन्होंने कहा कि क्षेत्र शेयर भागीदारी संबंध अभी फैसला किया,k1 root k2 k7 r6 r6 k7 k7t pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
भाजपा विरोध सिरे खारिज करते जायसवाल बृहस्पतिवार कहा कि सरकार चाहे तो राज्यपालों हटा,r6 k2 adv pof vmod k1 k7t root k2 k1 vmod ccof k2 ccof,NO_SRL NO_SRL NO_SRL NO_SRL ARGM-MNR ARG0 ARGM-TMP NO_SRL ARG1 ARG0 ARG0 NO_SRL ARG2 NO_SRL
इसके उन्होंने कहा कि सरकार राजभवनों संघ कार्यकर्ताओं नियुक्त करना,sent-adv k1 root k2 k1 k7p r6 k2 pof ccof,ARGM-DIS ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
", राजस्थान खुराना NULL इस्तीफा देने इन्कार करते पूछा कि आखिर वह पद क्यों छोड़ें ,2 ,3 जमीर दावा किया कि2 केंद्र NULL2 उन्हें साहनी स्थान गोवा राज्यपाल2 बनाने फैसला किया2",sent-adv r6 k1 root k2 vmod pof vmod ccof k2 adv k1 k2 vmod ccof root sent-adv k1 pof ccof k2 k1 root k2 r6 k7p r6 k2s r6-k2 pof ccof,ARGM-DIS NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL ARGM-MNR NO_SRL ARG1 ARGM-DIS ARG0 ARG1 ARGM-CAU NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG2 NO_SRL ARGM-MNR NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
संवाददाताओं बातचीत जयसवाल कहा कि यदि कोई कहता कि2 राज्यपालों हटाया संविधान दायरे आता तो उसे सिरे देश कानून पढ़ना,k4 k7 k1 root k2 rh k1 ccof k2 k2 k1 r6 k7 ccof ccof k1 adv r6 k2 ccof,ARG2 ARGM-LOC ARG0 NO_SRL ARG1 ARGM-ADV ARG0 NO_SRL ARG1 ARG1 ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL ARG0 ARGM-MNR NO_SRL ARG1 NO_SRL
उन्होंने कहा कि सरकार राज्यपाल समय हटा और इसमें कुछ असंवैधानिक है2,k1 root k2 k1 k2 k7t ccof ccof k7 k1 k1s ccof,ARG0 NO_SRL ARG1 ARG0 ARG1 ARG2-LOC NO_SRL NO_SRL ARGM-LOC ARG1 ARG2-ATR NO_SRL
